complaint_id,product,sub_product,issue,sub_issue,company,channel,state,timely_response,consumer_disputed,reason_code,matched_phrase,sentence_snippet,narrative_preview,narrative_length
3230895,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",Web,LA,Yes,N/A,low_confidence_candidate,Failure to update balance,Failure to update balance,Failure to update balance,25
3457139,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Web,CA,Yes,N/A,low_confidence_candidate,I am a victim of identity theft.,I am a victim of identity theft.,I am a victim of identity theft.,32
3706535,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,Web,CA,Yes,N/A,low_confidence_candidate,XX/XX/20 today I send the report because I found many accounts not mine this is fraud accounts.,XX/XX/20 today I send the report because I found many accounts not mine this is fraud accounts.,XX/XX/20 today I send the report because I found many accounts not mine this is fraud accounts.,95
3687503,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,"Westlake Services, LLC",Web,OH,Yes,N/A,low_confidence_candidate,This company hasn't reported any payments. Causing my debt being higher then it actual is.,This company hasn't reported any payments. Causing my debt being higher then it actual is.,This company hasn't reported any payments. Causing my debt being higher then it actual is.,90
3058251,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information is missing that should be on the report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Web,MA,Yes,N/A,low_confidence_candidate,There are many mistakes appear in my report without my understanding.,There are many mistakes appear in my report without my understanding.,There are many mistakes appear in my report without my understanding.,69
3468422,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Web,OR,Yes,N/A,low_confidence_candidate,The account was closed by the guarantor and paid off in full but still reporting negatively.,The account was closed by the guarantor and paid off in full but still reporting negatively.,The account was closed by the guarantor and paid off in full but still reporting negatively.,92
3563991,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,Web,NY,Yes,N/A,low_confidence_candidate,Not my accounts,Not my accounts,Not my accounts,15
3368679,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",Web,NY,Yes,N/A,low_confidence_candidate,This information does not belong to me,This information does not belong to me,This information does not belong to me,38
3210293,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information is missing that should be on the report,ALLY FINANCIAL INC.,Web,AR,Yes,N/A,low_confidence_candidate,"ALLY WAS REPORTING ON ALL BUREAUS, BUT WAS DELETED FROM XXXX, XXXX IN ERROR.","ALLY WAS REPORTING ON ALL BUREAUS, BUT WAS DELETED FROM XXXX, XXXX IN ERROR.","ALLY WAS REPORTING ON ALL BUREAUS, BUT WAS DELETED FROM XXXX, XXXX IN ERROR.",76
16558024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,"EQUIFAX, INC.",Web,TX,Yes,N/A,low_confidence_candidate,My credit report contains incorrect and misleading items.,My credit report contains incorrect and misleading items.,My credit report contains incorrect and misleading items.,57
16826857,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Web,CA,Yes,N/A,low_confidence_candidate,Be sure that disputed accounts are taken down promptly in accordance with the law.,Be sure that disputed accounts are taken down promptly in accordance with the law.,Be sure that disputed accounts are taken down promptly in accordance with the law.,82
7585673,Prepaid card,General-purpose prepaid card,Trouble using the card,Trouble using the card to spend money in a store or online,AMERICAN EXPRESS COMPANY,Web,CA,Yes,N/A,low_confidence_candidate,no store will take the prepaid card,no store will take the prepaid card,no store will take the prepaid card,35
6157314,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,"The CBE Group, Inc.",Web,CA,Yes,N/A,low_confidence_candidate,Never had any knowledge of the account,Never had any knowledge of the account,Never had any knowledge of the account,38
14793538,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,Web,FL,Yes,N/A,low_confidence_candidate,Please check the information concerning XXXX  and Experian data breach below in attachments.,Please check the information concerning XXXX  and Experian data breach below in attachments.,Please check the information concerning XXXX  and Experian data breach below in attachments.,92
7137919,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",Web,NY,Yes,N/A,low_confidence_candidate,I am a victim of identity theft please remove this fraud inquiry from my credit report.,I am a victim of identity theft please remove this fraud inquiry from my credit report.,I am a victim of identity theft please remove this fraud inquiry from my credit report.,87
11158593,Debt or credit management,Debt settlement,Unauthorized withdrawals or charges,,"Carter-Young, Inc.",Web,NC,Yes,N/A,low_confidence_candidate,No contract with this company. Validation and proof requested and never received.,No contract with this company. Validation and proof requested and never received.,No contract with this company. Validation and proof requested and never received.,81
9742733,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,Web,GA,Yes,N/A,low_confidence_candidate,"I consistently ensured timely payments, so I'm puzzled by an error in my credit report.","I consistently ensured timely payments, so I'm puzzled by an error in my credit report.","I consistently ensured timely payments, so I'm puzzled by an error in my credit report.",87
13476064,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Web,TX,Yes,N/A,low_confidence_candidate,These fraudulent inquiries are affecting my ability to obtain credit. I need them removed immediately.,These fraudulent inquiries are affecting my ability to obtain credit. I need them removed immediately.,These fraudulent inquiries are affecting my ability to obtain credit. I need them removed immediately.,102
11554137,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,Experian Information Solutions Inc.,Web,IL,Yes,N/A,low_confidence_candidate,My Information got hacked in several data breaches along with misinformation on my credit reports.,My Information got hacked in several data breaches along with misinformation on my credit reports.,My Information got hacked in several data breaches along with misinformation on my credit reports.,98
2657154,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,FIRST NATIONAL BANK OF OMAHA,Web,TX,Yes,N/A,low_confidence_candidate,XXXX XXXX CC ( MYLIFE ) XXXX PAID OFF XXXX OUT.,XXXX XXXX CC ( MYLIFE ) XXXX PAID OFF XXXX OUT.,XXXX XXXX CC ( MYLIFE ) XXXX PAID OFF XXXX OUT.,47
6702568,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",Web,NY,Yes,N/A,low_confidence_candidate,I got these negative items from unknown companies to show up on my credit report.,I got these negative items from unknown companies to show up on my credit report.,I got these negative items from unknown companies to show up on my credit report.,81
9455501,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",Web,VA,Yes,N/A,low_confidence_candidate,THE ACCOUNTS LISTED DOES NOT RELATE TO ANY TRANSACTIONS DONE BY ME.,THE ACCOUNTS LISTED DOES NOT RELATE TO ANY TRANSACTIONS DONE BY ME.,THE ACCOUNTS LISTED DOES NOT RELATE TO ANY TRANSACTIONS DONE BY ME.,67
